14,190,46.0
190,14,46.0
400,637,21.0
637,400,21.0
116,533,35.0
533,116,35.0
243,687,59.0
687,243,59.0
364,374,24.0
374,364,24.0
209,843,36.0
843,209,36.0
222,843,45.0
843,222,45.0
1342,1518,51.0
1518,1342,51.0
577,634,14.0
634,577,14.0
582,605,32.0
605,582,32.0
252,374,24.0
374,252,24.0
1,55,8.0
55,1,8.0
353,884,57.0
884,353,57.0
209,222,10.0
222,209,10.0
400,443,20.0
443,400,20.0
45,453,32.0
453,45,32.0
634,687,14.0
687,634,14.0
577,694,18.0
694,577,18.0
243,694,6.0
694,243,6.0
1,778,10.0
778,1,10.0
779,883,13.0
883,779,13.0
1214,1518,14.0
1518,1214,14.0
243,634,10.0
634,243,10.0
55,883,23.0
883,55,23.0
122,374,25.0
374,122,25.0
196,265,29.0
265,196,29.0
14,923,28.0
923,14,28.0
374,425,14.0
425,374,14.0
486,531,46.0
531,486,46.0
564,694,11.0
694,564,11.0
117,265,41.0
265,117,41.0
3,226,24.0
226,3,24.0
101,117,44.0
117,101,44.0
466,841,35.0
841,466,35.0
252,346,15.0
346,252,15.0
649,778,11.0
778,649,11.0
122,425,20.0
425,122,20.0
119,425,39.0
425,119,39.0
857,945,47.0
945,857,47.0
1359,1518,56.0
1518,1359,56.0
346,364,33.0
364,346,33.0
494,587,27.0
587,494,27.0
101,199,12.0
199,101,12.0
106,252,35.0
252,106,35.0
649,653,16.0
653,649,16.0
170,202,23.0
202,170,23.0
170,252,11.0
252,170,11.0
275,447,44.0
447,275,44.0
364,871,26.0
871,364,26.0
132,255,51.0
255,132,51.0
170,205,43.0
205,170,43.0
45,311,24.0
311,45,24.0
117,272,19.0
272,117,19.0
119,202,47.0
202,119,47.0
170,494,56.0
494,170,56.0
1,117,18.0
117,1,18.0
132,778,11.0
778,132,11.0
132,939,6.0
939,132,6.0
587,778,57.0
778,587,57.0
177,674,32.0
674,177,32.0
170,240,8.0
240,170,8.0
117,871,33.0
871,117,33.0
480,771,29.0
771,480,29.0
190,390,45.0
390,190,45.0
779,871,8.0
871,779,8.0
39,117,27.0
117,39,27.0
122,170,10.0
170,122,10.0
45,202,16.0
202,45,16.0
240,374,6.0
374,240,6.0
101,119,50.0
119,101,50.0
122,778,15.0
778,122,15.0
170,778,10.0
778,170,10.0
272,779,37.0
779,272,37.0
117,779,7.0
779,117,7.0
272,871,44.0
871,272,44.0
1,205,47.0
205,1,47.0
89,480,7.0
480,89,7.0
640,866,42.0
866,640,42.0
520,564,11.0
564,520,11.0
240,425,32.0
425,240,32.0
245,869,43.0
869,245,43.0
106,196,11.0
196,106,11.0
871,894,29.0
894,871,29.0
245,691,33.0
691,245,33.0
41,866,21.0
866,41,21.0
272,894,15.0
894,272,15.0
245,866,14.0
866,245,14.0
196,871,19.0
871,196,19.0
202,453,31.0
453,202,31.0
117,894,32.0
894,117,32.0
243,658,25.0
658,243,25.0
41,54,6.0
54,41,6.0
54,605,18.0
605,54,18.0
220,245,7.0
245,220,7.0
275,871,6.0
871,275,6.0
151,753,47.0
753,151,47.0
106,871,41.0
871,106,41.0
151,634,7.0
634,151,7.0
151,243,12.0
243,151,12.0
391,777,37.0
777,391,37.0
219,658,9.0
658,219,9.0
20,376,7.0
376,20,7.0
41,582,10.0
582,41,10.0
202,311,37.0
311,202,37.0
211,450,12.0
450,211,12.0
277,510,18.0
510,277,18.0
466,702,27.0
702,466,27.0
20,510,36.0
510,20,36.0
151,220,18.0
220,151,18.0
38,691,6.0
691,38,6.0
54,691,6.0
691,54,6.0
117,170,41.0
170,117,41.0
1295,1412,13.0
1412,1295,13.0
170,779,9.0
779,170,9.0
170,179,9.0
179,170,9.0
45,492,11.0
492,45,11.0
1332,1512,28.0
1512,1332,28.0
1295,1345,38.0
1345,1295,38.0
372,720,38.0
720,372,38.0
3,160,9.0
160,3,9.0
1238,1295,6.0
1295,1238,6.0
170,272,27.0
272,170,27.0
27,171,59.0
171,27,59.0
45,545,16.0
545,45,16.0
1336,1423,14.0
1423,1336,14.0
1204,1366,10.0
1366,1204,10.0
1366,1518,15.0
1518,1366,15.0
327,407,11.0
407,327,11.0
1320,1401,31.0
1401,1320,31.0
1218,1594,8.0
1594,1218,8.0
1216,1401,13.0
1401,1216,13.0
171,372,34.0
372,171,34.0
106,1512,22.0
1512,106,22.0
1401,1518,36.0
1518,1401,36.0
219,387,7.0
387,219,7.0
27,407,20.0
407,27,20.0
28,884,19.0
884,28,19.0
464,612,6.0
612,464,6.0
372,477,12.0
477,372,12.0
3,763,21.0
763,3,21.0
160,312,6.0
312,160,6.0
160,372,6.0
372,160,6.0
